STREAM VALUE,10TH,EQ,IQ,TOTAL,DATA,STREAM
100,87.46,15.95,20,37.14,1749.2,PCM
100,69.91,15.81,11,23.19,769.01,PCB
100,64.24,16.44,15,35.38,963.6,PCM
60,68.67,16.21,20,30.65,1373.4,Commerce
100,67.95,14.03,20,38.15,1359,PCM
100,87.74,15.56,21,39.25,1842.54,PCM
100,78.84,13.98,12,14.6,946.08,PCB
100,76.8,13.81,16,23.07,1228.8,PCM
100,84.59,17.15,11,27.07,930.49,PCM
100,86.13,14.69,21,36.87,1808.73,PCB
25,84.29,15.24,22,37.86,1854.38,Arts
60,57.79,16.68,19,28.99,1098.01,Commerce
100,73.54,12.78,11,26.68,808.94,PCM
100,75,14.9,13,24.27,975,PCM
100,65.56,12.35,13,21.19,852.28,PCM
60,82.49,14.75,14,28.74,1154.86,Commerce
60,78.86,16.1,19,24.03,1498.34,Commerce
60,68.81,13.2,20,35.51,1376.2,Commerce
100,61.81,13.97,19,36.89,1174.39,PCM
100,68.47,14.38,14,27.46,958.58,PCM
100,71.55,15.5,8,23.13,572.4,PCB
100,70.32,17.25,8,19.8,562.56,PCB
100,90.86,17.77,19,39.25,1726.34,PCM
100,67.48,16.5,11,33.81,742.28,PCB
60,70.16,17.63,20,20.48,1403.2,Commerce
100,88.97,15.51,18,27.92,1601.46,PCB
60,70.12,15.9,12,20.17,841.44,Commerce
60,69.87,15.44,6,27.79,419.22,Commerce
100,69.17,15.3,9,21.11,622.53,PCB
25,70.51,13.26,22,36.21,1551.22,Arts
25,55.89,15.44,16,29.44,894.24,Arts
25,66.87,15.26,20,26.32,1337.4,Arts
100,69.26,15.82,8,21.8,554.08,PCB
100,86.85,15.43,21,36.56,1823.85,PCM
60,50.97,15.88,17,22.87,866.49,Commerce
100,70.16,15.23,17,19.12,1192.72,PCB
100,77.43,16.78,10,28.96,774.3,PCB
100,76.37,14.56,10,25.24,763.7,PCB
60,69.89,13.23,10,37.46,698.9,Commerce
100,72.7,16.65,8,29.19,581.6,PCB
60,71.23,17.95,19,39.25,1353.37,Commerce
100,82.95,18.25,18,35.81,1493.1,PCB
60,57.19,16.12,20,36.45,1143.8,Commerce
25,77.78,14.91,18,31.95,1400.04,Arts
60,78.46,18.25,9,23.66,706.14,Commerce
60,72.33,13.51,17,16.27,1229.61,Commerce
60,79.03,16.48,21,22.38,1659.63,Commerce
60,81.38,17.05,19,34.3,1546.22,Commerce
60,73.06,14.28,15,25.05,1095.9,Commerce
100,66.6,15.03,15,33.39,999,PCM
60,63.74,16.85,20,30.12,1274.8,Commerce
60,64.24,13.95,10,19.66,642.4,Commerce
60,63.15,14.79,2,20.26,126.3,Commerce
60,58.66,16.92,1,12.5,58.66,Commerce
60,72.79,14.81,11,22.15,800.69,Commerce
60,60.78,15.51,16,15.98,972.48,Commerce
60,57.44,13.08,7,18.23,402.08,Commerce
60,81.13,17.66,23,36.99,1865.99,Commerce
60,62.05,17.93,0,24.33,0,Commerce
25,73.25,16.96,20,28.97,1465,Arts
100,87.98,15.92,22,39.25,1935.56,PCM
60,63.13,13.26,15,23.13,946.95,Commerce
100,82.6,13.15,17,35.19,1404.2,PCM
60,55.3,16.3,10,23.97,553,Commerce
25,75.99,15.6,21,34.99,1595.79,Arts
100,63.97,16.73,7,29.5,447.79,PCB 
100,59.67,14.16,19,22.74,1133.73,PCB
60,70.97,17.1,7,28,496.79,Commerce
60,66.26,16.55,16,27.27,1060.16,Commerce
100,73.21,15.53,19,27.25,1390.99,PCB
60,67.36,15.24,13,24.3,875.68,Commerce
60,46.1,14.68,4,12.63,184.4,Commerce
60,65,16.4,18,19.15,1170,Commerce
100,89.08,15.25,24,39.25,2137.92,PCM
60,70.19,16.1,19,34.98,1333.61,Commerce
60,53.79,15.63,2,13.44,107.58,Commerce
60,64.66,16.71,8,19.33,517.28,Commerce
60,70.34,13.89,16,21.64,1125.44,Commerce
60,68.87,16.75,11,30.34,757.57,Commerce
60,73.86,16.61,18,23.5,1329.48,Commerce
100,66.7,15.41,14,26.09,933.8,PCM
100,83.97,14.36,20,29.13,1679.4,PCM
60,58.6,12.79,4,14.31,234.4,Commerce
60,52.86,16.09,9,29.3,475.74,Commerce
100,69.88,15.99,18,32.03,1257.84,PCB
60,55.65,14.6,8,21.26,445.2,Commerce
60,67.33,12.26,8,27.51,538.64,Commerce
60,69.52,14.38,9,20.59,625.68,Commerce
100,86.39,13.18,21,36.34,1814.19,PCM
100,81.61,14.47,18,19.56,1468.98,PCB
100,85.07,15,20,38.49,1701.4,PCB
60,63.02,17.97,18,31.32,1134.36,Commerce
100,80.15,16.14,17,29.65,1362.55,PCM
100,59.9,15.07,16,37.35,958.4,PCB
60,73.01,17.16,22,32.42,1606.22,Commerce
60,63.82,15.02,10,24.58,638.2,Commerce
100,81.42,16.63,12,20.11,977.04,PCB
100,85.54,17.35,20,34.85,1710.8,PCB
25,91.5,16.11,23,39.25,2104.5,Arts
25,71.88,17.31,17,26.59,1221.96,Arts
60,75.05,16.7,18,24.99,1350.9,Commerce
60,55.73,15.02,8,15.9,445.84,Commerce
60,66.15,16.51,18,25.38,1190.7,Commerce
100,74.21,14.58,23,35.93,1706.83,PCB
100,81.56,15.47,21,32.23,1712.76,PCB
100,77.27,13.15,3,13.53,231.81,PCB
100,87.8,16.08,16,38.28,1404.8,PCM
60,76.9,16.69,19,34.4,1461.1,Commerce
60,79.04,16.29,21,25.48,1659.84,Commerce
100,85.17,16.08,5,25.79,425.85,PCB
100,67.29,14.48,17,27.51,1143.93,PCM
60,85.22,16.88,21,33.07,1789.62,Commerce
100,74.11,12.3,18,33.63,1333.98,PCM
100,86.63,16.69,17,34.08,1472.71,PCM
100,76.87,17.55,14,21.44,1076.18,PCB
100,69.66,15.78,2,21,139.32,PCB
100,79.5,17.68,23,34.58,1828.5,PCB
60,74.24,17.46,19,29.24,1410.56,Commerce
100,55.23,13.13,14,22.75,773.22,PCM
100,66.77,15.11,6,34.66,400.62,PCB
60,59.26,15.68,7,23.49,414.82,Commerce
100,67.38,14.53,24,36.91,1617.12,PCB
100,62,15.03,7,21.13,434,PCB
60,87.11,16.69,22,37.08,1916.42,Commerce
100,70.96,15.73,9,22.4,638.64,PCM
100,69.12,11.95,13,26.26,898.56,PCM
100,90.55,16.39,24,33.37,2173.2,PCM
60,46.57,17.66,19,39.25,884.83,Commerce
60,67.89,14.41,2,14.47,135.78,Commerce
60,68.86,17.36,10,26.2,688.6,Commerce
100,59.15,14.04,20,27.45,1183,PCM
60,71.58,17.07,18,23.73,1288.44,Commerce
100,75.84,18.25,24,31.85,1820.16,PCB
100,64.92,17.37,7,25.24,454.44,PCB
60,67.6,16.17,17,33.6,1149.2,Commerce
60,58.32,16.17,17,25.28,991.44,Commerce
60,67.16,16.62,19,15.61,1276.04,Commerce
100,80.33,13.32,9,30.73,722.97,PCB
60,65.13,13.57,19,19.82,1237.47,Commerce
60,70.65,14.56,17,37.21,1201.05,Commerce
100,75.98,16.02,19,39.25,1443.62,PCB
100,69.58,14.25,4,15.55,278.32,PCB
25,79.05,15.93,20,32.45,1581,Arts
60,72.04,15.23,17,17.03,1224.68,Commerce
100,70.98,14.46,2,17.61,141.96,PCB
60,83.6,15.58,12,23.37,1003.2,Commerce
60,65.06,13.8,10,14.49,650.6,Commerce
60,60.42,16.25,6,24.43,362.52,Commerce
25,77.36,17.65,23,34.37,1779.28,Arts
100,92,14.02,13,39.25,1196,PCB
60,74.52,17.1,7,21.01,521.64,Commerce
60,83.3,15.91,17,19.66,1416.1,Commerce
100,69.14,15.24,12,31.62,829.68,PCB
60,76.6,16.77,20,30.66,1532,Commerce
100,67.02,18.25,8,20.07,536.16,PCB
100,57.93,13.94,14,24.4,811.02,PCB
60,75.44,15.83,20,39.25,1508.8,Commerce
60,60.07,15.64,11,34.15,660.77,Commerce
25,67.53,15.8,15,32.68,1012.95,Arts
60,66.64,17.59,10,26.13,666.4,Commerce
60,63.06,16.69,5,19.66,315.3,Commerce
100,77.59,17.37,15,20.25,1163.85,PCB
100,68.44,15.51,15,33.87,1026.6,PCM
60,85.31,13,6,16.88,511.86,Commerce
100,77.58,14.91,9,24.12,698.22,PCB
100,64.68,15.67,12,20.66,776.16,PCB
100,73.96,14.09,13,22.66,961.48,PCB
60,72.8,16.04,17,26.65,1237.6,Commerce
100,73.04,11.71,21,34.06,1533.84,PCM
100,83.28,16.13,18,27.25,1499.04,PCM
100,76.15,17.03,17,22.62,1294.55,PCB
60,70.29,15.05,1,14.25,70.29,Commerce
60,82.43,14.66,7,24.66,577.01,Commerce
60,76.44,18.25,6,14,458.64,Commerce
60,83.24,16.39,13,32.08,1082.12,Commerce
100,71.44,16.64,24,24.35,1714.56,PCM
100,78.9,16.05,19,39.25,1499.1,PCB
100,77.21,14.78,8,30.39,617.68,PCB
100,72.11,16.91,15,29.47,1081.65,PCM
100,66.99,12.5,20,28.16,1339.8,PCM
60,72.88,18.25,6,15.85,437.28,Commerce
100,67.9,17.41,18,31.26,1222.2,PCB
25,79.61,14.97,21,35.86,1671.81,Arts
100,77.06,16.14,16,25.99,1232.96,PCM
100,86.02,15.55,18,32.13,1548.36,PCM
60,62.87,14.38,12,17.62,754.44,Commerce
100,79.53,11.79,16,32.8,1272.48,PCM
60,58.92,14.69,0,12.5,0,Commerce
60,68.07,15.66,13,17.46,884.91,Commerce
100,58.82,16.85,2,17.52,117.64,PCB
100,69.08,13.49,17,23.85,1174.36,PCM
100,79.99,16.71,23,37.04,1839.77,PCM
60,75.84,17.54,17,32.86,1289.28,Commerce
60,81.07,18.25,21,38.74,1702.47,Commerce
25,84.64,15.9,15,27.83,1269.6,Arts
100,66.3,12.73,15,27.5,994.5,PCM
25,61.14,15.74,22,29.94,1345.08,Arts
100,79,17.99,7,35.77,553,PCB
100,76.93,14.82,6,22.92,461.58,PCB
60,71.22,16.1,21,27.02,1495.62,Commerce
100,85.14,16.49,20,32.76,1702.8,PCB
60,75.66,15.7,10,22.77,756.6,Commerce
60,83.81,15.49,9,32.26,754.29,Commerce
100,70.42,13.72,6,15.92,422.52,PCB
60,73.28,16.36,17,18.95,1245.76,Commerce
100,82.83,14.29,18,39.25,1490.94,PCM
100,88.3,14.29,21,32.66,1854.3,PCB
100,68.47,15.9,6,25.77,410.82,PCB
60,67.54,16.41,19,28.88,1283.26,Commerce
100,81.33,16.35,17,33.48,1382.61,PCB
100,59.98,13.1,14,28.74,839.72,PCM
60,84.77,14.44,17,32.46,1441.09,Commerce
100,78.99,17.84,20,33.81,1579.8,PCM
100,71.23,13.71,18,23.96,1282.14,PCM
60,69.3,15.45,11,22.11,762.3,Commerce
100,70.03,16.56,21,32.25,1470.63,PCM
60,64.18,17.26,17,31.03,1091.06,Commerce
100,64.92,14.54,19,32.16,1233.48,PCM
100,84.76,16.28,16,33.94,1356.16,PCM
100,79.33,17.15,19,30.33,1507.27,PCB
100,68.82,17.18,9,24.46,619.38,PCB
60,62.26,12.09,12,18.67,747.12,Commerce
60,68.99,15.7,16,24.17,1103.84,Commerce
100,61.67,13.86,19,35.97,1171.73,PCB 
100,82.95,14.5,19,38.39,1576.05,PCM
25,77.51,15.22,20,39.25,1550.2,Arts
100,82.66,18.25,22,28.17,1818.52,PCB
100,66.22,13.51,21,24.76,1390.62,PCM
60,52,15.85,13,14.8,676,Commerce
100,74.56,13.99,18,20.86,1342.08,PCB
100,68.68,15.14,10,21.23,686.8,PCB
100,82.78,13.56,21,35.11,1738.38,PCM
60,66.89,15.71,14,26.89,936.46,Commerce
60,64.87,15.96,13,32.03,843.31,Commerce
100,73.73,13.84,15,26.94,1105.95,PCB
100,79.88,15.07,9,17.58,718.92,PCB
100,86.68,15.27,17,39.17,1473.56,PCM
100,81.86,15.84,16,34.62,1309.76,PCB
25,75.61,15.94,15,31.86,1134.15,Arts
60,61.08,13.22,8,19.87,488.64,Commerce
100,92,15.91,21,33.62,1932,PCM
100,78.19,14.36,11,37.31,860.09,PCB
60,90.5,16.79,10,26.92,905,Commerce
60,68.47,13.81,20,25.41,1369.4,Commerce
60,65.07,14.2,16,25.06,1041.12,Commerce
100,86.46,15.17,18,27.8,1556.28,PCM
100,81.55,15.91,21,33.3,1712.55,PCB
60,48.34,13.01,13,23.66,628.42,Commerce
100,80.73,18.25,17,22.48,1372.41,PCB
100,68.57,16.65,11,27.42,754.27,PCB
25,81.83,18.15,23,39.25,1882.09,Arts
60,68.84,14.73,20,12.5,1376.8,Commerce
25,71.47,15.98,22,39.25,1572.34,Arts
100,65.35,14.21,8,30.31,522.8,PCM
100,79.94,16.08,23,34.13,1838.62,PCM
25,69.3,17.55,21,28.07,1455.3,Arts
60,72.15,15.69,18,34.25,1298.7,Commerce
100,63.08,14.25,11,27.42,693.88,PCB
60,64.92,13.1,16,30.7,1038.72,Commerce
25,67.48,14.17,14,25.43,944.72,Arts
100,64.32,15.72,21,27.24,1350.72,PCM
100,82.35,13.96,7,22,576.45,PCB
100,92,17.06,23,34.68,2116,PCB
60,77.34,16.5,19,30.95,1469.46,Commerce
100,75.22,16.14,10,23.43,752.2,PCB
100,73.61,14.33,18,25.01,1324.98,PCM
100,73.62,16,11,30.54,809.82,PCB
25,69.91,13.57,19,34.06,1328.29,Arts
60,53.82,16.02,5,18.48,269.1,Commerce
60,58.52,14.7,1,17.84,58.52,Commerce
60,63.03,14.49,7,16.78,441.21,Commerce
60,70.26,16.72,16,27.33,1124.16,Commerce
100,76.36,15.34,13,18.79,992.68,PCB
60,85.46,17.45,24,39.25,2051.04,Commerce
60,66.51,14.71,5,28.07,332.55,Commerce
100,85.72,14.58,20,34.28,1714.4,PCB
100,75.4,14.7,14,31.09,1055.6,PCM
100,69.32,14.08,21,33.2,1455.72,PCM
100,77.51,14.9,8,17.38,620.08,PCB
100,73.38,15.94,7,15.2,513.66,PCB
100,83.16,14.52,22,31.98,1829.52,PCM
100,79.42,13.97,21,32.09,1667.82,PCM
60,71.43,14.69,19,17.55,1357.17,Commerce
100,83.6,17.08,19,38.78,1588.4,PCM
100,71.92,11.52,13,26.51,934.96,PCB
100,83.64,15.75,20,39.25,1672.8,PCM
100,76.31,15.89,10,15.87,763.1,PCB
60,68.27,14.32,6,24.29,409.62,Commerce
100,86.67,13.03,8,28.05,693.36,PCB
100,66.6,13.69,12,25.53,799.2,PCB
100,92,16.04,23,39.25,2116,PCM
60,53.66,12.41,5,20.62,268.3,Commerce
25,60.01,16.38,21,39.25,1260.21,Arts
100,66.21,15.13,19,22.75,1257.99,PCM
25,56.91,15.42,16,26.57,910.56,Arts
60,68.31,13.99,10,25.22,683.1,Commerce
60,67.32,15.49,15,17.67,1009.8,Commerce
100,79.54,14.98,22,31.47,1749.88,PCB
60,77.92,17.04,22,35.42,1714.24,Commerce
60,62.77,16.43,4,24.59,251.08,Commerce
60,61.36,14.07,3,24.09,184.08,Commerce
100,72.18,16.18,17,32.63,1227.06,PCM
60,72.27,16.23,7,32.31,505.89,Commerce
60,70.42,15.99,21,35.63,1478.82,Commerce
100,69.76,13.92,9,23.07,627.84,PCB
100,70.98,16.59,16,30.75,1135.68,PCM
100,83.62,13.16,19,38.27,1588.78,PCM
100,85.05,15.1,21,31.24,1786.05,PCB
100,71.77,15.06,14,18.94,1004.78,PCB
25,71.67,16.78,24,39.25,1720.08,Arts
100,86.93,13.92,23,39.25,1999.39,PCM
60,75.9,14.49,3,27.48,227.7,Commerce
60,68.75,16.39,6,29.5,412.5,Commerce
100,74.56,15.51,24,26.58,1789.44,PCM
60,74.08,15.88,15,38.98,1111.2,Commerce
100,78.46,15.01,19,21.12,1490.74,PCB
60,71.76,17.45,17,34.96,1219.92,Commerce
60,79.78,15.91,13,27.32,1037.14,Commerce
60,70.15,15.13,6,16.53,420.9,Commerce
100,75.48,18.25,4,31.08,301.92,PCB
60,80.95,15.81,16,36.77,1295.2,Commerce
60,66.87,16.07,7,25.85,468.09,Commerce
60,79.98,14.16,5,29.28,399.9,Commerce
60,64.85,14.17,6,21.77,389.1,Commerce
100,81.51,15.83,24,35.06,1956.24,PCB
100,83.06,15.89,8,28.83,664.48,PCB
100,77.59,16.84,15,36.59,1163.85,PCB
100,61.57,15.62,10,17.36,615.7,PCB
100,72.23,16.93,6,16.12,433.38,PCB
100,73.06,14.9,14,19.46,1022.84,PCM
100,85.33,17.6,12,17.89,1023.96,PCB
60,71.1,12.17,14,27.32,995.4,Commerce
100,77.07,17.38,11,16.99,847.77,PCB
100,78.65,15.9,8,35.14,629.2,PCB
60,57.62,15.71,12,21.9,691.44,Commerce
100,80.34,15.66,19,24.22,1526.46,PCB
100,90.26,18.23,19,34.68,1714.94,PCM
100,76.67,15.56,15,22.12,1150.05,PCB
60,73.26,15.73,18,23.1,1318.68,Commerce
60,80.5,14.9,8,19.96,644,Commerce
60,70.92,16.76,24,32.45,1702.08,Commerce
100,87.76,16.57,13,24.44,1140.88,PCB
100,77.3,12.18,14,20.44,1082.2,PCB
100,82.8,15.55,20,25.31,1656,PCB
60,58.91,16.55,17,14.31,1001.47,Commerce
100,86.19,13.68,17,29.23,1465.23,PCM
100,91.29,18.01,21,39.25,1917.09,PCM
60,84.7,13.08,20,35.05,1694,Commerce
60,73.75,12.31,8,22.09,590,Commerce
100,85.5,14.61,18,38.99,1539,PCM
100,71.95,16.81,17,22.75,1223.15,PCM
100,89.79,14.68,18,37.33,1616.22,PCM
100,83.17,16.06,22,38.29,1829.74,PCB
60,82.17,17.75,21,22.93,1725.57,Commerce
60,60.32,17.49,4,19.58,241.28,Commerce
60,62.76,13.52,21,26.2,1317.96,Commerce
100,85,15.99,18,30.45,1530,PCB
60,69.84,13.48,21,28.74,1466.64,Commerce
100,68.12,17.75,0,17.27,0,PCB
100,73.15,16.15,7,21.14,512.05,PCB
60,82.6,14.99,9,15.62,743.4,Commerce
60,69.7,16.95,11,30.24,766.7,Commerce
100,73.12,14.23,18,28.37,1316.16,PCB
100,72.51,14.3,17,25.81,1232.67,PCM
100,81.64,16.03,8,17.93,653.12,PCB
25,92,15.62,23,39.25,2116,Arts
100,64.09,15.58,16,35.4,1025.44,PCM
100,86.31,12.84,16,20.93,1380.96,PCB
100,68.33,15.68,11,22.67,751.63,PCB
100,74.79,17.43,4,22.73,299.16,PCB
100,79.83,15.05,16,31.84,1277.28,PCM
100,64.32,14.32,18,27.84,1157.76,PCM
60,61.22,16.58,16,23.8,979.52,Commerce
60,67.95,13.52,7,12.99,475.65,Commerce
100,86.18,15.96,18,34.87,1551.24,PCM
100,76.46,16.45,18,31.92,1376.28,PCB
60,64.87,17.56,15,25.67,973.05,Commerce
100,70.72,13,16,20,1131.52,PCB
100,77.5,15.85,7,19.19,542.5,PCM
60,67.81,13.92,16,32.19,1084.96,Commerce
100,83.57,16.39,14,30.69,1169.98,PCB
60,65.91,16.58,22,35.7,1450.02,Commerce
60,86.12,14.48,14,27.9,1205.68,Commerce
100,72.98,17.52,19,26.75,1386.62,PCM
100,77,13.52,3,14.94,231,PCB
100,76.73,14.96,13,19.43,997.49,PCB
100,64.26,14.67,17,28.73,1092.42,PCM
25,76,17.49,19,39.23,1444,Arts
100,87.89,18.25,22,34.26,1933.58,PCB
60,68.14,14.08,9,21.27,613.26,Commerce
100,73.73,16.79,19,28.23,1400.87,PCB
100,75.82,16.34,4,19.66,303.28,PCB
100,88.04,15.88,7,30.6,616.28,PCB
100,80.88,15.36,19,30.74,1536.72,PCB
100,81.36,15.04,15,30.72,1220.4,PCM
100,62.62,13.97,13,39.25,814.06,PCM
100,84.26,15.14,15,27.79,1263.9,PCM
60,65.5,15.95,18,25.58,1179,Commerce
100,75.09,15.28,14,26.68,1051.26,PCB
100,69.37,15.15,16,12.93,1109.92,PCB
60,63.12,15.82,4,23.78,252.48,Commerce
100,67.66,15.54,17,34.51,1150.22,PCB
100,59.15,14.93,14,34.68,828.1,PCB
60,65.63,14.18,14,21.65,918.82,Commerce
100,73.57,12.57,18,32.99,1324.26,PCM
60,64.1,16.41,17,37.3,1089.7,Commerce
100,76.45,16.27,22,33.69,1681.9,PCB
25,76.56,15.86,20,30.18,1531.2,Arts
60,56.41,15.67,15,14.46,846.15,Commerce
60,78.67,16.27,17,20.65,1337.39,Commerce
60,71.72,14.9,14,31.54,1004.08,Commerce
60,82.34,16.37,23,39.25,1893.82,Commerce
100,81.84,14.19,14,31.3,1145.76,PCB
100,69.47,13.48,19,27.79,1319.93,PCM
100,57.44,16.63,0,24.19,0,PCB
100,73.9,18.16,18,22.11,1330.2,PCB
100,84.92,15.48,19,36.86,1613.48,PCB
25,88.52,15.61,23,39.25,2035.96,Arts
100,70.63,16.27,21,27.74,1483.23,PCB
60,67.58,16.19,17,33.28,1148.86,Commerce
100,80.79,13.06,17,24.25,1373.43,PCB
25,67.48,17.45,20,33.77,1349.6,Arts
60,80.88,12.69,13,27.26,1051.44,Commerce
100,82.66,15.69,23,31.81,1901.18,PCM
60,81.71,15.81,23,27.16,1879.33,Commerce
100,81,13.25,16,31.33,1296,PCM
25,78.91,17.77,24,39.25,1893.84,Arts
60,80.99,16.98,13,38.84,1052.87,Commerce
60,67.9,17.27,18,39.03,1222.2,Commerce
60,85.58,16.25,16,26.54,1369.28,Commerce
100,77.18,15.06,17,23.98,1312.06,PCB
100,68.38,13.91,18,24.58,1230.84,PCM
60,75.38,13.28,11,12.68,829.18,Commerce
100,76.3,13.33,17,29.85,1297.1,PCM
60,81.89,18.1,18,26.58,1474.02,Commerce
100,48.6,13.63,17,21.25,826.2,PCM
100,81,15.74,16,33.8,1296,PCM
25,68.05,16.9,20,39.25,1361,Arts
60,52.11,15.25,9,23.44,468.99,Commerce
100,71.67,13.2,8,23.21,573.36,PCB
60,60.65,13.64,16,23.24,970.4,Commerce
60,71.79,12.83,15,24.45,1076.85,Commerce
100,83.55,17.26,13,20.87,1086.15,PCM
100,73.88,16.24,17,32.35,1255.96,PCM
100,73.68,15.36,17,30.97,1252.56,PCM
60,60.19,13.95,8,26.66,481.52,Commerce
100,67.4,14.6,13,22.88,876.2,PCB
60,68.52,14.53,17,17.73,1164.84,Commerce
100,80.15,16.14,19,29.68,1522.85,PCB
60,67.97,15.85,10,24.63,679.7,Commerce
100,68.42,15.2,20,22.38,1368.4,PCB
60,66.49,17.12,21,32.15,1396.29,Commerce
100,70.03,16.49,7,12.5,490.21,PCB
100,76.47,15.54,22,27.4,1682.34,PCB
100,78.24,16.93,4,18.99,312.96,PCB
25,72.87,15.08,23,38.75,1676.01,Arts
60,59.53,17.04,11,35.31,654.83,Commerce
60,61.05,17.69,6,31.24,366.3,Commerce
100,76.84,17.49,15,27.65,1152.6,PCB
60,53.89,15.73,21,24.27,1131.69,Commerce
60,74.74,16.49,17,34.06,1270.58,Commerce
100,61.1,14.78,13,25.22,794.3,PCM
100,77.2,13.74,18,34.16,1389.6,PCM
100,81.07,13.52,9,26.49,729.63,PCB
100,81.39,12.99,17,30.53,1383.63,PCM
100,88.86,17.71,18,33.39,1599.48,PCM
60,76.64,14.92,18,22.39,1379.52,Commerce
100,60.05,17.62,6,24.05,360.3,PCB
100,54,16.57,21,28.96,1134,PCB 
100,70.01,16.25,9,18.03,630.09,PCB
60,73.43,15.02,2,20.24,146.86,Commerce
60,71.02,13.9,7,23.17,497.14,Commerce
60,58.01,16.1,19,29.57,1102.19,Commerce
100,77.5,15.59,18,24.91,1395,PCM
60,66.65,15.56,2,19.19,133.3,Commerce
60,82.41,16.5,18,39.25,1483.38,Commerce
60,90.96,13.44,8,16.08,727.68,Commerce
100,77.65,14.42,13,17.28,1009.45,PCB
100,77.07,18.25,19,26.11,1464.33,PCB
60,60.18,16.58,8,29.94,481.44,Commerce
100,51.03,17.87,19,19.99,969.57,PCB 
100,84.72,11.68,16,24.74,1355.52,PCB
60,63.29,15.78,1,14.01,63.29,Commerce
100,61.61,16.52,13,18.2,800.93,PCB
100,72.05,18.06,18,27.13,1296.9,PCB
60,76.19,14.07,21,27.51,1599.99,Commerce
100,70.06,14.66,7,24.43,490.42,PCB
60,74.19,14.86,17,32.9,1261.23,Commerce
100,71.64,15.46,12,32.56,859.68,PCM
100,81.03,17.95,12,31.77,972.36,PCB
100,71.92,13.23,19,35.39,1366.48,PCM
100,81.27,16.65,6,24.57,487.62,PCB
100,81.43,17.22,20,23.23,1628.6,PCB
100,76.74,13.65,23,15.27,1765.02,PCB
100,76.71,15.81,6,14.74,460.26,PCB
100,68.96,16.81,20,22.66,1379.2,PCB
100,83.17,15.58,17,31.35,1413.89,PCB
100,76.6,14.42,9,24.85,689.4,PCB
100,71.85,14.65,17,27.66,1221.45,PCM
100,84.15,15.85,10,34.82,841.5,PCB
100,69.14,13.73,15,25.17,1037.1,PCB
100,66.1,15.84,9,22.96,594.9,PCB
100,75.92,16.13,15,22.87,1138.8,PCB
60,65.46,15.13,18,31.06,1178.28,Commerce
100,77.82,14.96,18,38.73,1400.76,PCM
25,77.22,17.48,24,39.25,1853.28,Arts
100,62.95,15.63,21,37.28,1321.95,PCB
60,67,16.75,9,33.22,603,Commerce
60,83.07,14.72,17,31.99,1412.19,Commerce
100,82.44,15.9,14,29.97,1154.16,PCB
100,92,17.23,21,39.25,1932,PCM
100,79.24,16.4,18,30.4,1426.32,PCM
60,68.68,15.02,16,31.72,1098.88,Commerce
60,61.42,18.17,14,30.72,859.88,Commerce
60,74.28,14.71,24,39.25,1782.72,Commerce
60,86.62,16.52,17,29.85,1472.54,Commerce
100,72.35,11.8,19,23.88,1374.65,PCM
60,71.09,14.78,21,27.77,1492.89,Commerce
60,77.68,12.69,0,22.28,0,Commerce
60,66.41,16.15,16,14.42,1062.56,Commerce
100,79.02,12.91,14,18.77,1106.28,PCM
60,68.04,13.46,7,16.47,476.28,Commerce
25,88.31,13.03,23,36.18,2031.13,Arts
100,68.57,13.89,3,17.86,205.71,PCB
100,67.15,15.79,23,31.14,1544.45,PCM
60,59.17,12.25,12,23.87,710.04,Commerce
100,73.7,17.53,9,23.87,663.3,PCB
100,70.81,15.15,17,28.14,1203.77,PCM
60,65.91,14.88,9,23.79,593.19,Commerce
100,77.28,16.02,20,33.2,1545.6,PCB
100,69.01,13.95,18,33.46,1242.18,PCM
60,70.55,15.52,16,28.61,1128.8,Commerce
100,71.55,15.01,6,19.39,429.3,PCB
100,86.37,18.25,17,32.43,1468.29,PCB
100,88.18,17.36,17,33.06,1499.06,PCB
100,83.8,15.55,11,35.34,921.8,PCB
60,66.46,15.97,17,34.19,1129.82,Commerce
25,79,17.24,21,39.25,1659,Arts
100,81.94,16.11,11,25.15,901.34,PCB
100,76.74,16.38,2,26.66,153.48,PCB
60,66.23,12.76,0,23.59,0,Commerce
100,79.48,16.14,17,32.66,1351.16,PCM
60,57.59,14.32,6,24.08,345.54,Commerce
100,92,14.57,14,24.47,1288,PCB
100,69.19,17.99,8,18.68,553.52,PCB
100,74.06,16.21,23,36.99,1703.38,PCB
60,70.51,17.35,15,23.75,1057.65,Commerce
100,76.1,14.16,2,29.01,152.2,PCM
100,69.96,14.07,11,25.46,769.56,PCB
100,83.03,17.07,18,35.34,1494.54,PCM
100,61.56,14.45,9,20.16,554.04,PCB
100,84.46,16.92,10,15.9,844.6,PCB
100,66.51,16.16,18,35.94,1197.18,PCM
100,81.68,16.15,19,23.32,1551.92,PCB
25,79.96,16.98,24,34.9,1919.04,Arts
60,64.78,14.29,7,30.96,453.46,Commerce
60,83.51,18.25,5,24.56,417.55,Commerce
60,71.5,17.21,17,26.75,1215.5,Commerce
60,73.39,13.99,10,15.58,733.9,Commerce
60,77.65,17.31,20,31.11,1553,Commerce
100,79,14.22,17,37.08,1343,PCM
60,71.28,15.82,7,12.5,498.96,Commerce
100,79.22,17.18,23,39.25,1822.06,PCM
100,81.72,14.37,17,35.6,1389.24,PCB
