10th,12th,IQ ,O,C,E,A,N,STREAM
91.12,80.1,27,74.8,79.5,60.2,80.6,41.8,Commerce
89.78,74.19,19,58.4,75.8,43.9,84.2,23,Commerce
94.29,78.79,13,46.4,57.9,38,65.1,31.6,Commerce
82.63,75.8,24,54.5,81.2,59.8,86.7,27.3,Commerce
72.03,78.89,24,67.9,43.5,58.7,54.6,45,Commerce
97.63,79.15,29,63.1,65.5,44.4,81.1,35.3,PCB
94.13,79.84,22,47.2,49.5,55.4,55.5,39.4,Arts
95.06,77.71,33,67.2,69.4,49.1,68.4,39.3,PCB
98.69,77.56,25,53.8,46.8,50.6,48.6,34.2,PCB
86.12,86.57,43,59.4,61.8,68.7,65.5,49.7,PCB
90.93,87.09,69,48.2,90.1,61.3,76.1,31.3,PCM
79.51,80.35,14,54.5,49.6,54.8,68.9,43.3,Commerce
85.83,86.24,17,57.7,57.6,40,56,39.6,PCB
86.06,80.48,51,47,51.7,28.3,62.3,31,Commerce
83.79,83.73,57,53,84.1,70.1,75.8,30.9,PCM
92.6,79.34,12,67.7,56.5,49.6,84.5,51.8,PCB
86.11,77.87,3,52.1,79.3,60.1,67.8,43.2,Arts
87.39,77.04,12,48.1,62.8,42.7,48.7,30,PCB
88.15,80.08,62,78.8,78.8,88,71.3,24.9,Commerce
92.25,78.02,32,72,83.4,79,94.4,29.2,PCB
97.93,73.44,21,47,93.1,68.4,55.2,23,Commerce
91.51,75.84,30,46.3,65.6,91.8,85.4,36.4,PCM
96.28,77.42,23,65.7,61.1,42.2,93.4,38.8,PCB
99.22,80.89,9,98,61,67.4,89.3,60.5,Commerce
91.56,81.13,46,64.2,60.2,56.3,65.1,26.3,Commerce
65,75.61,10,75,91.2,62.7,75,35.8,Commerce
78.81,77.64,28,67.9,87.8,55.3,84.6,65.8,PCB
90.59,80.68,26,57.1,46.4,78.5,91.3,36.3,Commerce
90.45,80.49,7,68.8,62.6,32.6,63.4,42.8,Commerce
99.22,78.63,27,65.7,53.6,44.5,54.2,41.4,Commerce
91.09,58.36,15,46.7,83.1,51.5,82.1,23.9,PCB
74.67,75.07,32,55.7,97.8,72.1,67.4,36.4,Arts
89.8,76.2,28,54.1,81.2,46.9,61.4,44.1,Commerce
98.9,77.26,32,63.3,45,79.5,61.8,40.8,Commerce
99.22,76.77,16,63.2,39.1,41.2,74.4,43.9,PCM
89.19,48.36,72,66.5,55.1,77.1,82.4,40.6,PCB
90.94,78.68,28,73.5,16.6,60.9,65.9,35,PCM
92.54,82.83,24,67.8,69.2,47.2,88.4,48.7,PCM
91.28,57.04,34,60.4,56.2,35,73,31.8,Commerce
98.2,82.52,47,71.7,50,56.7,64.7,28.3,PCB
96.82,76.78,60,64.9,73.6,42,66.1,29.1,PCM
92.72,46.28,24,53.6,42.9,46.8,65.6,44.9,PCB
83.13,83.08,67,45.2,56.6,40.1,54.4,37,PCB
95.32,79.8,33,88.7,72.5,80.7,70.1,23,PCB
98.23,75.87,75,35.2,49.1,71.4,69.2,29.9,PCM
90.29,78.83,27,72.4,87,58.3,69.6,50.9,PCB
89.81,79.69,23,71.1,56.3,62.3,62.6,28.6,PCB
88.33,73.76,18,67.8,89.8,72.1,73.4,39.9,PCB
89.15,76.56,63,79.7,86.3,75.5,71.2,28.8,Commerce
93.46,79.76,25,61.1,12.5,40.8,59.7,38.6,Commerce
89.77,76.62,25,47.6,50.3,52.7,58.7,39.5,Commerce
93.89,77.34,16,56.4,51,23.9,46.5,35.3,PCB
89.93,82.5,11,41.1,71.1,58,76.8,23,Commerce
90.94,80.77,66,45.9,64.5,49.7,63.4,45.8,Commerce
99.22,79.43,19,48.4,56.1,39,54.2,48.7,PCB
86.83,65,7,62.9,45.4,48.9,67.8,23,PCB
87.38,82.22,10,72.4,38.7,57.1,59.9,40.1,PCM
71.96,82.15,56,63,80.7,46.9,66.7,35.8,Commerce
88.2,77.4,64,59.8,57.1,51.8,76.4,36.8,Commerce
96.76,40,60,37.8,91.4,37.6,32.7,46.7,PCM
85.56,80.22,63,67.9,87,77.5,77.4,23,PCM
89.43,77.43,86,71.9,70.1,55.4,59.1,38.2,Commerce
76.5,77.15,29,74.7,68.2,81.8,66.4,28.8,PCB
76.81,76.08,16,53.3,35.5,56.7,63.4,34.7,PCM
99.22,79.84,26,74.6,73,50.9,86.1,35.4,PCM
90.31,58.8,22,63.4,42.5,43.6,48.3,56.5,Commerce
93.63,77.61,11,43.3,60,38,71.9,50.6,PCM
88.33,76.33,16,74.7,84.1,68.5,66.1,23,Commerce
94.12,40,3,66.3,81,39.6,66.1,34.1,Commerce
89.82,79.66,30,45.2,60.7,57,70.9,34.3,PCB
85.72,80.26,24,53.6,57.6,63.2,64.8,41.8,PCB
87.29,81.68,57,54.2,60.4,50.7,84.4,42.3,Commerce
99.22,76.8,23,46.1,52.5,46,61.6,37.1,PCB
90.82,78.94,23,65.6,85.9,49.6,75.3,23.1,Arts
68.73,47.44,64,60.9,86.6,43.5,73.5,49,PCM
94.23,49.32,16,56,47.3,51.1,67,47.2,PCB
82.33,77.51,17,61.6,78.9,49.9,72.8,30.6,Commerce
96.79,78.31,6,43.7,49.1,25.6,46.7,35.9,PCM
92.93,79.65,12,75.6,88.8,77.6,74.1,23,PCM
90.88,78.77,66,43.8,77.6,61.6,74.1,31,Arts
74.97,74.88,33,67.9,79.2,74.7,56.9,41,PCB 
95.6,76.49,24,38.9,52.5,53.4,65.4,40,Commerce
88.55,77.59,12,71.9,63,51.3,56,38,Commerce
97.03,75.49,18,38.9,72.2,27.1,50.3,64.8,Commerce
82.09,80.28,32,68.9,79.3,76.2,73.4,26.8,Arts
93.11,50.45,44,63.5,86.1,33,54.5,45.8,PCM
91.65,77.03,30,58.5,51.3,49.9,70.8,27.6,PCB
88.54,82.56,11,51.5,54.5,27,80.7,35.6,PCM
95.1,82.59,27,77.8,76.6,69.3,68.2,43.8,PCB
89.7,80.42,20,45.6,46.7,59.2,72.5,38.1,Arts
88.38,77.36,76,71.1,94.9,57.8,78,23,Commerce
94.64,76.62,56,43.6,65.6,50,73.6,45.8,PCB
87.3,76.8,22,50.1,85.1,35.8,61.9,23,PCB
95.64,47.48,36,51.4,64.1,33.6,65.6,23.3,PCB
93.3,81.8,31,61.5,85,50,52,37.7,Commerce
88.33,78.66,47,55.6,86.9,56.3,82.9,23,PCB
98.9,79.16,3,64.9,68.9,45.3,96.2,23,PCM
99.22,76.8,20,43.3,41.6,48.6,48.3,41.4,Commerce
97.83,75.39,16,50,40.8,57.6,69.3,23,PCM
96.39,74.8,16,51.3,69.1,45,67.2,33.1,PCM
93.63,79.68,69,62.9,48.7,47.2,80.8,26.9,PCB
89.14,80.91,18,57.2,88.9,51.4,71.9,35.3,Commerce
84.05,80.1,29,52.6,60.4,71.6,85.5,63.8,PCM
76.81,80.05,5,48.9,57.6,39.5,64.5,55.3,PCM
95.07,81.56,67,52.2,64.2,72.3,76,32.1,PCM
88.9,78.4,9,61.5,93.3,45.5,74.2,31,PCM
97.29,80.32,34,55.7,43.4,43.3,45,23,PCB
83.09,77.51,33,62.5,92.5,73,73.4,47.4,Arts
94.1,75.23,16,54.7,67.6,44.4,75.6,41.9,PCB
95.64,78.98,67,79.5,83.7,82.8,94.3,23,PCB
80.71,74.81,24,76.1,51.8,75.3,44.8,23.6,Commerce
96.12,76.26,59,47,81.1,64.4,81.3,25.7,PCB
92.26,77.99,18,71.9,47.8,63.1,55.1,32.5,Commerce
93.86,75.62,29,90.9,84.5,76.7,84.5,25.4,Commerce
91.45,80.49,59,71.5,84.5,62.6,68.2,37.4,PCB
98.02,81.93,56,68.6,52.5,59.9,79.2,41.3,Commerce
97.29,76.96,26,60.3,83.2,69.4,43.6,27.6,PCB
87.54,74.19,15,68.4,92.4,71.3,58.2,52.4,PCM
92.66,75.31,57,81.1,86.5,64.9,51.8,30.5,Arts
97.26,77,8,42.7,75.2,61.9,72.8,23,PCB
90.04,75.36,8,37.3,45.7,24.3,73.9,50,PCB
97.47,78.29,74,83.2,80.8,55.1,67.4,32.1,Commerce
90.49,77.35,52,46.3,63.7,83.8,52.6,38.6,Commerce
76.2,77.33,26,54.6,79.9,91.2,61.4,23,Arts
95.05,75.79,23,69.7,51.3,59.6,58.2,27.1,PCM
90.69,78.13,25,44.9,61,67,75.3,23,PCB
95.16,78.52,13,64.5,79.8,54.9,68.9,55,PCB
95.7,81.92,18,92.3,74.5,77.9,61.9,23,Commerce
91.59,80.35,20,90.5,81.1,88.4,86.9,38.9,Commerce
82.28,76.19,18,57.2,54.4,78.1,41,38.3,Commerce
83.12,78.12,52,53.5,53.1,61.2,77.1,23,PCB
91.18,77.76,15,54.1,67.9,37.6,76.6,23,Commerce
96.32,88.15,19,56.8,49.2,34,72.3,23,PCB
95.8,76.86,34,54.9,67.8,57,70.3,30.1,PCB
94.46,46.71,26,45.7,66.1,56.6,79.6,26.5,Commerce
96.59,77.72,3,74.7,77.6,47.7,74.7,43.2,PCM
90.77,78.52,49,60.8,77.7,74.1,97.5,23,PCM
98.2,57.42,30,61.4,50.5,52.4,54.1,40.2,PCB
98.13,81.01,20,42.2,56,22.2,62.5,34.7,Commerce
90.49,74.49,28,47.6,75.8,49.6,43,38.5,Arts
99.22,78.33,28,70.8,88.5,58.2,97.4,27.7,PCB
99.22,78.41,64,82.4,79.1,51.9,88.1,36.5,PCM
94.91,40,49,56.1,53.3,38.7,58.4,33.4,PCB
86.69,44.56,48,58.5,90.7,56.9,60.7,51.1,Commerce
90.29,57.21,9,46.3,60,64.6,61.9,53.3,PCB
81.4,78,19,57.4,43.2,38.3,57.2,23,Commerce
90.45,76.44,14,64.3,92.9,72.1,86.6,23.5,PCM
77.94,80.58,16,39.6,47.7,54.7,67.3,40.8,Commerce
94.16,76.34,17,73.6,88.7,34.2,83.9,26.3,PCM
89.21,81.96,59,46.1,61.7,55.5,48.5,36.1,PCB
87.39,75.58,32,57.6,75.9,41.8,74.9,45.3,PCM
98.21,77.99,14,56.1,79.6,51.9,80.3,23,Commerce
90.96,76.84,60,92,85.9,45.8,55.7,31.1,PCB
97.56,77.96,59,73.4,57.9,60.4,59.8,27.6,Commerce
93.8,79.11,17,66.6,58.3,44.3,52.6,37.5,PCM
86.12,90.31,29,54.8,54.4,52.3,55.8,52.9,PCB
89.08,80.52,51,92.9,58.4,64.3,91.5,36.3,Commerce
96.46,75.28,25,76.9,91.4,58.1,94.4,38.2,PCB
91.09,80.95,46,51.9,49.2,53.7,61,44.8,PCB
88.96,79.47,12,53,42.3,26.9,67.2,24.7,Commerce
75.32,75.21,9,57.7,45.8,46.3,50.1,62,PCM
93.75,78.15,16,72.8,58.6,75.3,62.5,27.1,Commerce
84.24,81.14,31,49,52.7,53.4,80.8,39,PCM
91.08,77.01,12,55.5,48.7,49,66.7,23,PCM
79.85,79.08,50,45.2,40.2,63.5,61.9,23,PCB
96.68,77.18,9,51.9,66.4,84.1,63.8,23,Commerce
85.88,77.24,17,46.6,90,62.1,72.8,53.8,PCB
91.66,80.33,21,72,87.1,92.3,81.4,43.8,PCB
96.69,77.72,28,61.7,57,62.5,63.5,25.8,PCB 
85.36,79.59,26,57.9,36.2,79,59.5,24.2,Arts
87.76,80.1,71,66.6,69.2,74.4,64.9,39.2,Commerce
89.7,75.17,30,41.8,65,47.3,50.3,50.2,PCM
90.01,78.18,36,39.2,48.8,29,46.7,23,PCM
94.44,50.4,52,74.8,52.4,57.9,48.5,32.3,Commerce
90.77,74.85,47,57.3,48.1,63.8,83.5,35.1,Commerce
96.28,79.85,24,62.4,82.3,68.3,92.5,46.1,Commerce
89.64,79.88,65,58.3,56.4,52.1,69.7,47.1,PCB
82.87,80.48,16,65.7,43.6,51.2,72.5,51.5,PCM
91.44,74.54,42,80.4,93.6,91.4,75.2,23,Commerce
94.41,78.13,21,52,61.5,35,64.9,47,Arts
87.72,77.7,14,43.1,63.7,42.6,60.9,47.1,PCB
67.67,79.32,14,66.5,63.4,38.4,88.9,32.1,Arts
84.69,78.08,7,72.3,73.6,38.8,58,44.2,Commerce
96.74,75.48,49,76.3,83.9,61.8,64.3,25,PCB
86.18,55.21,58,80.4,94.5,45.1,68.4,40.2,PCM
91.61,78.14,47,46.1,61.9,52.9,49.7,23,PCB 
71.77,78.45,3,66.5,69.6,70,75.9,23,PCB
95.77,78.43,3,57,76.7,77.2,67.6,23,PCM
88.47,78.78,20,59.8,81.6,83.3,54.8,51.9,Commerce
90.2,80.6,72,83.6,73.3,67,83,32.9,Commerce
99.22,79.62,15,49,48.8,55.2,64,35.2,PCB
91.89,74.58,16,70.9,74.2,78.8,66.2,23,PCM
90.41,76.66,5,59,73.1,53.3,41.4,23,Commerce
96.85,42,34,56.6,41.9,75,81.8,37.9,Commerce
93.51,77.59,72,64.8,50.3,46.4,77,36.6,PCM
87.78,82.08,12,67,54.2,70.2,79.8,23.7,Commerce
92.57,48.96,23,50.6,67,56.2,72.7,32.9,PCM
90.11,74.67,21,60.4,89.9,77.1,84.1,23,Commerce
96.82,77.91,46,63.1,84,46.9,73.3,29.4,PCB 
81.5,81.47,79,68.2,86.6,69.8,73,26.9,PCM
90.46,49.22,32,66.6,80.6,69.8,66.4,25.9,Commerce
86.21,77.99,27,46.5,76.9,65.2,59.6,41.7,PCM
88.86,74.34,30,78.3,78.9,96.6,82.4,23,PCM
95.07,78.4,18,82.3,88.3,49.1,82.9,30.7,PCM
89.5,79.05,28,45,44.8,36.9,75.2,43,PCB
90.29,53.83,20,48.6,12.5,57,48.6,32.6,PCB
79.45,77.47,63,77.6,84.6,89.7,67.7,27,Commerce
89.33,75.55,53,60.8,67.9,47.9,61,36.3,PCB
94.86,79.82,65,68.9,50.5,69.7,68.1,42.5,Commerce
78.66,75.66,17,50,45.3,54.3,75.9,40.6,PCB
92.66,85.98,64,50.3,73.4,40.8,62.6,54.1,PCM
96.78,77.01,25,49.9,64.2,49,62.4,43.7,Commerce
87.93,73.63,20,39.2,19.3,48.1,59.5,29.2,Commerce
90.49,80.21,17,48.2,50,76.1,60.3,23,PCB
74.97,79.44,18,69.6,63,63.9,45.1,60.9,PCM
84.28,80.47,76,88.2,42.5,79.2,73.6,29.7,Commerce
84.58,80.16,16,75.2,54.9,45.2,74.9,26.2,Arts
98.52,79.29,30,66,78.6,68.3,44,23,Commerce
95.04,75.49,59,54.4,43.2,76.4,74.6,44.1,Commerce
91.08,77.46,11,54.9,73.2,40.3,52.7,23,Arts
92.52,74.88,20,74.9,85.6,64.5,66.1,23,PCB
96.25,75.84,33,63.9,79.3,90.6,91.5,37.8,Commerce
92.86,76.24,75,64.8,83.7,69.1,81.2,31.3,PCB
89.08,74.49,24,62.9,82.9,86.7,81.9,23,PCM
84.01,40.69,19,42.4,78,58.3,44.6,44.2,PCB
93.39,51.26,11,71,77.2,24.3,82.2,40.5,Commerce
89.81,77.95,26,85.2,80.6,53.8,75.6,32.3,PCM
99.22,79.39,33,67.9,83.1,61.6,80.9,53.4,PCB
93.56,77.55,18,36.1,40.2,26,27,33.9,Commerce
96.15,49.37,63,75.7,75.9,57,48.2,36.1,Arts
99.2,78.27,10,66,40.1,73.7,72.5,27.9,PCB
75.76,81.66,25,59.1,50.2,63.2,58.6,30.1,Commerce
79.12,78.72,55,64.8,52.9,50.8,70.9,51.5,Commerce
99.22,78.24,29,71.5,91.5,73.5,48.2,41.1,PCM
84.69,78.66,12,59.8,77.4,37.8,54.3,32.4,Commerce
92.83,57.57,3,40.3,50.1,26.2,53.5,34.3,PCM
88.52,75.71,24,69.9,86.6,79.9,63.9,45.2,PCB
89.5,74.56,20,64.2,88.2,54.7,64.5,23,PCB
99.22,77.51,44,76.5,47.1,74.4,64.8,47.2,PCB
92.77,82.22,23,46,62.5,49.7,65.4,36.8,PCB
87.31,61.65,23,51.1,68.4,78.3,89.9,23,PCB
92.82,80.91,74,81.9,71.5,68.3,82.1,35.6,PCB
91.65,62.8,53,55.6,17.7,79,95.4,32.8,Commerce
96.27,81.76,50,50.8,82.1,62.8,76.2,23,PCB
87.28,40,11,55.4,50.1,39,58.3,31.5,PCM
97.52,78.51,62,63.1,67.9,48.3,78.9,23.2,Commerce
89.15,42.99,31,61.4,47.1,60.5,68.9,69.1,PCB
91.14,78.45,30,42,60.2,74.7,66.6,44.7,PCB
90.84,80.77,52,61.6,57.4,36.2,54.5,64.4,PCM
94.34,75.03,24,45.8,47.8,24.8,49.4,56.9,Commerce
86.1,76.39,59,53.6,13.1,47,50.7,32.4,Commerce
94.37,88.48,26,35,73.1,56.8,76.5,44.6,Arts
96.74,77.71,18,45.1,39.7,55.8,48.4,39.8,Commerce
76.67,82.47,65,60.1,78.2,62.7,65.8,29.4,Commerce
87.39,78.34,81,51.5,76.5,49,64.4,26.3,PCM
81.99,76.62,21,53.3,86.4,74.9,50.5,36.5,PCM
92.36,77.48,13,63.7,55.9,64,78.9,38.1,PCM
92.19,78.58,13,60.1,84.2,74.4,83.3,33.7,PCB
93.03,78.54,31,83,88.7,76.9,75.8,23,PCB
93.87,76.08,28,60.6,82.3,51.9,42.9,27.2,PCB
74.31,82.13,30,76.5,73.9,87.7,65.5,29.2,PCB
91.49,78.98,22,64.1,57.8,44.8,67.6,25.3,Arts
83.13,80.67,22,50.2,54.9,46.6,79.1,36.9,PCB
88.79,77.03,47,71.8,95.3,59.7,54.6,44.2,Commerce
92.4,44.78,29,78.7,71.2,71.3,50.6,29.3,PCB
73.57,80.76,5,38.1,53.7,36.2,45.6,52.6,PCM
88.96,78.62,29,53.2,94.9,58.8,68.2,31,Commerce
95.55,82.3,70,59.1,65.4,34.1,86.9,47.2,PCM
94.9,79.7,20,44.7,54.3,49.9,54.5,49.9,PCM
92.55,74.98,59,53,83.8,45.4,66.5,38.2,Commerce
90.15,78.75,4,70,39.7,66.5,56.7,42.4,PCM
93.67,76.5,21,56.1,82,38.5,79.3,27.6,PCM
73.2,78.45,66,44.5,80.9,52.7,69.2,24.4,PCM
99.22,75.83,86,79.2,73.5,73.1,73.7,26.7,Arts
78.42,77.42,57,40.8,56.4,65.8,61.5,31.6,Commerce
99.22,75.36,27,96.3,92.4,68.4,87.8,23.8,PCM
90.58,79.25,7,64.5,76.9,66.2,51.4,24.7,Commerce
88.13,76.44,26,46.4,65,48,74,35.3,Commerce
81.76,61.54,67,50.6,90.9,78.1,58.6,47.8,PCB
84.06,80.11,11,63.7,79,62.8,90.4,31.1,PCB
95.58,45.03,14,45.3,61.2,26.9,57.2,51,PCB
97.77,78.77,75,55,72.2,71.5,74.9,49.6,Commerce
95.19,77.08,24,36.8,84.8,38.4,75.9,29.9,Commerce
94.05,78.83,19,52.1,68.9,53.5,67.3,27.7,Commerce
87.04,80.1,55,35,56.4,74.3,81.4,34.9,PCM
87.55,80.22,29,55.8,48.8,75.8,46.9,35.7,PCM
88.36,76.29,34,93.1,92.2,66.1,96.8,24.2,PCB
92.32,78.5,22,44.9,33.7,48.7,44,23.8,PCB
94.14,53.72,11,51.9,80.2,64.1,74,24,PCM
92.57,74.51,18,75.8,73.9,58.3,76.5,27.3,PCB
89.67,73.19,24,56.9,69.2,60.6,71.7,23,PCB
72.87,45.81,28,50.9,79.6,50.7,53.9,55.7,PCB
81.06,82.09,15,63.1,59.8,40.1,77.6,47.4,PCM
91.93,78.4,39,54.4,41.5,48.8,45.2,50.4,PCB
86.62,75.48,72,64.6,81.7,61.6,80.8,23,PCM
87.11,74.04,58,78.1,89,63.5,87,27.1,PCM
95.27,80.62,60,39.2,58.5,36.1,51.5,42,Arts
85,76.52,10,79.6,77.3,34.3,64.4,23,Commerce
90.69,78.85,29,48.2,51.2,66.5,38.7,40.8,Commerce
90.98,74.76,57,86.8,55.7,43.1,71.7,30.8,Commerce
99.22,79.93,20,58.1,72.3,66.8,86.2,41.9,Arts
85.26,76.73,16,70.7,80.7,74.7,75.5,42.1,PCB 
90.69,88.59,4,56.3,56.6,63.8,68.2,59.4,PCB
90.85,86.05,3,46.9,78.8,49.7,71,47,PCB
85.65,76.02,19,56,50.5,70.7,71.7,25.6,Commerce
99.22,77.5,39,79.3,72.5,89.5,85.6,23,PCB
84.68,78.53,16,77.2,77.8,72.2,77.2,23,Commerce
88.6,81.51,43,52,84.3,61.3,86.3,35,PCM
93.07,80.29,33,54.3,43.5,70.3,67,32,PCB
95.62,75.46,29,55.5,93.5,53.7,75,25.9,PCM
94.28,47.23,17,53.9,58.1,39.5,64.4,26.4,PCM
93.9,76.72,16,79.7,62,68,86.3,33.3,PCB
99.22,79.83,15,66.3,47,47.9,74.4,23,PCM
80.2,82.85,23,44.7,57.2,43.3,65,29.1,Arts
93.63,75.8,66,35.6,61.9,35.1,37.7,44.7,PCB
76.32,76.44,58,54.1,45.7,57.4,79.9,23.4,PCM
98.28,78.54,12,59.1,55.1,40.6,70.7,25.6,PCB
98.82,72.39,40,53.1,57.9,42,70.3,23,PCM
95,74.96,37,57,67.8,67.9,65.9,23,Commerce
85.73,76.33,31,83,70.2,42.2,97.4,30.5,PCM
93.7,78.87,18,66.5,77.3,51,68.3,32.8,PCM
97.06,77.72,24,70.4,82.6,54.1,76.2,27.8,PCB
94.06,78.81,25,51.1,56.4,58.7,71.9,42.9,PCM
94.57,48.68,7,74.5,95.3,70.8,79.9,37.3,PCM
99.22,77.83,26,68.7,76.3,60.4,73.2,23,PCB
83.31,73.34,45,41.3,93,62.4,61.1,23,Arts
83.38,80.07,5,68.2,59.8,46.2,82.9,44.8,Commerce
94.74,80.23,83,82.4,92.3,66.4,84.6,63.5,PCM
97.22,76.3,25,86.3,59.7,76.4,63.8,29.6,PCM
86.12,81.12,15,42.3,92.6,52.3,58.1,23,PCM
90.27,76.71,36,86.8,97.6,63.7,69.9,43,Commerce
91.25,48.3,10,48.4,46.7,44.2,47,28.5,Commerce
92.41,92.17,10,59.4,69.8,48.3,72.6,52.5,Commerce
96.46,77.88,32,51.2,53.2,53.6,65.9,34.9,PCM
80.23,82.82,49,68.9,48.8,45.1,76.4,48.4,PCM
91.43,76.37,26,48.3,63,64.5,80.3,23,PCB
99.22,85.46,13,43.3,45,35.6,73.6,65,PCB
87.13,81.73,23,43.7,58.6,34.6,59.1,57.9,PCM
91.5,77.39,26,66.2,66.5,59.9,49.7,23,PCB
86.74,74.74,21,55.5,86.7,71.8,54.6,23,Commerce
84.34,77.85,31,73.1,72.1,56.9,73.7,42.7,PCB
96.62,75.17,62,68.4,80.4,65.3,66.8,39.3,Commerce
88.51,76.49,73,59.9,41.7,74.9,49.3,37,Commerce
92.91,78.3,47,38.6,45.7,30.9,52.2,86,PCB
92.99,78.34,22,61.3,24.8,64.5,87.4,23,Arts
92.61,83,19,77.1,57.6,50.9,72.1,23,Arts
88.13,74.32,12,68.2,49.8,64.3,69.4,35.7,Arts
96.17,77.99,17,40.4,80.3,39,60.3,29.5,PCB
94.39,78.55,16,56.4,60.3,21.8,48.2,64.2,PCM
88.47,80.67,13,73.7,82.5,57.3,80.5,52.1,Commerce
89.62,87.88,27,60.4,56.5,63.3,74.4,35.6,PCB
96.22,77.73,34,55.6,49.4,36.1,84.3,40.4,PCB
99.22,75.95,17,43.7,57.4,72.7,74.5,23,PCB
81.52,77.01,69,78.8,86.4,53,74.2,26.4,Commerce
88.73,42.63,56,56.4,77.2,52.1,69.2,23,PCB
84.64,77.25,6,54.4,75.5,28.6,48,32.1,Commerce
87.54,91.85,20,45.4,37.2,43.6,79.3,34.6,PCB
79.93,79.29,14,56.2,71.5,52.6,63.3,37.2,Commerce
90.39,77.64,13,66.3,88.4,36.4,83.6,33.3,Arts
71.75,74.36,25,57.2,85.2,50.5,58.9,23,Commerce
93.25,78.73,33,80,38,77.4,69.5,47,Commerce
92.55,43.89,8,48.2,51.5,42.5,49.7,47,Commerce
99.1,76.92,32,62.6,80.8,32,45,25.1,Commerce
92.72,84.18,19,59.1,46.6,77.3,64.4,44.5,Commerce
95.94,93.07,25,44.8,64.6,40.7,55.3,23,PCM
94.35,77.64,22,52.9,81.7,52.7,75.3,23,Commerce
95.87,79.44,7,59.2,88.7,86.8,85.2,23.9,Commerce
87.11,84.18,13,61.3,87.2,71.2,84.5,38.2,Commerce
90.33,78.03,64,47.6,61.1,29.2,45.2,59.7,Commerce
90.03,77.35,39,54.8,80.5,29.8,69.4,44.6,Commerce
89.74,47.61,7,45.7,46.8,30.3,45.9,32.1,Commerce
89.68,80.26,24,42.4,74.5,73.1,53.6,23,Commerce
68.36,78.85,61,69,92.8,56,76.5,23,Commerce
69.48,40,17,59.8,48.5,48.4,59.5,33,Commerce
86.77,82,17,61.6,12.5,33,64.7,35.8,Arts
91.47,78.52,27,68.6,81.9,59.2,61,23,PCM
92.29,81.31,30,47,54.4,37.5,56.2,23,Commerce
92.09,79.78,53,73.5,75,43.4,44.8,26.3,PCM
87.79,78.39,25,70.2,46.6,63,88.3,32.6,Commerce
90.71,79.53,86,65.6,70.7,66.9,80.4,31.2,Arts
97.71,84.94,31,73.1,78.8,60.6,61.7,49.2,PCB 
99.22,81.34,84,61.5,34,38.3,74.9,39.8,PCB
92.03,78.43,64,64.6,51.9,36.2,60.1,50.5,Commerce
96.66,45.36,20,62.5,47.4,58.9,55.8,69.2,Commerce
91.02,79.78,56,49.8,70.2,43.7,65.6,59.1,PCB
80.82,77.62,22,67,79.6,51.4,83.7,37,Commerce
87.69,79.52,14,49.9,86.7,74.7,69.8,38,Commerce
92.52,82.31,52,44.5,51.8,72,71.6,28.9,Commerce
91.5,78.58,52,77.5,39.1,71,64,34.2,PCM
91.49,76,12,63.4,70.2,73.3,56,23,Commerce
94.77,80.3,26,67.9,84.9,66,79.2,29.5,Commerce
93.9,82.61,19,52.2,72.5,52.9,79.8,36.5,Commerce
91.39,74.01,32,52.2,69.8,57,44.6,36.4,Commerce
79.41,76.07,20,48.6,55.7,19.9,65.1,52.2,Commerce
99.22,80.96,15,44.7,88.6,65.6,64.7,28.1,Commerce
85.16,75.75,86,64.2,85.7,66,90.9,23,PCM
95.36,74.18,30,73.9,92.2,92.9,82.8,23,PCM
82.71,78.72,43,50,89.6,39.4,63.3,39.7,Commerce
88.87,76.5,19,73,78.2,61.5,61.5,49.4,Commerce
96.27,76.01,30,78.1,43.1,84.9,84.4,46,PCB
93.3,77.87,23,63.1,25.1,47,57.4,39.8,Commerce
93.91,58.38,51,46.4,76.3,44.1,82.2,23.4,Commerce
97.37,52.39,69,61.6,51.5,83.9,39.7,59.8,Commerce
90.99,76.81,14,81.1,82.4,58.7,65.2,23.2,PCM
93.86,80.5,54,53.2,50.1,70.2,88.9,23,PCB
94.88,82.27,64,62.3,50.4,60.2,70.1,40.8,PCB
87.35,77.29,57,90.5,62,63.1,75.4,24.2,Commerce
89.9,77.05,18,41.6,46.1,46.8,65.4,30.2,PCM
95.95,92.9,47,58.2,72.4,46.5,73.6,36.2,PCB
93.39,75.73,34,64.6,66.1,90.5,70.4,40.5,Commerce
97.29,76.8,73,83.3,92.3,83.4,76.8,49.8,Commerce
95.07,82,22,45.9,53,39.9,60.6,55.2,PCB
82.51,75.48,3,46.6,46.6,47.2,57.2,28.5,PCB
91.88,77.39,22,44.5,41.5,55.3,46.6,27.9,Arts
86.94,76.88,29,60.2,25.9,53.4,48.3,23,Arts
76.61,77.73,49,54.6,43.3,52.2,67.2,26.7,Commerce
89.68,79.54,59,49.2,54.8,44.7,56.7,40.8,Commerce
90.5,77.38,4,63.1,71.4,40.5,68,23,Commerce
90.49,75.37,19,75.9,80.7,53,62.3,23,PCB
98.01,78.39,33,61.4,87.1,54.2,79.3,23,PCB
92.18,44.68,25,40.8,57,35.9,54.5,43.1,PCB
94.27,84.7,10,84.1,71.2,79.5,69.3,39,PCM
95.04,79.04,61,59.8,72.8,90.1,97.4,33.6,Commerce
